,cod_ship,Order ID,Order Date,Ship Date,Ship Mode,City
4351,4352,CA-2018-116988,27/06/2018,29/06/2018,Second Class,Seattle
4352,4353,US-2015-169390,07/02/2015,10/02/2015,Second Class,New York City
4353,4354,CA-2017-168774,04/09/2017,09/09/2017,Standard Class,Woodbury
4354,4355,CA-2018-161592,06/04/2018,10/04/2018,Standard Class,Chattanooga
4355,4356,US-2018-131961,08/12/2018,11/12/2018,First Class,Philadelphia
4356,4357,CA-2017-102498,24/07/2017,25/07/2017,First Class,Lafayette
4357,4358,CA-2016-113222,09/11/2016,09/11/2016,Same Day,Lawrence
4358,4359,US-2016-144771,02/10/2016,04/10/2016,First Class,Hillsboro
4359,4360,CA-2016-162376,22/11/2016,25/11/2016,Second Class,Cambridge
4360,4361,CA-2018-128076,02/02/2018,07/02/2018,Standard Class,San Diego
4361,4362,US-2016-163825,16/06/2016,19/06/2016,First Class,New York City
4362,4363,CA-2017-105662,05/05/2017,09/05/2017,Standard Class,Tallahassee
4363,4364,CA-2018-152198,09/09/2018,10/09/2018,First Class,Toledo
4364,4365,CA-2017-114307,22/07/2017,26/07/2017,Standard Class,Columbia
4365,4366,CA-2017-159891,31/01/2017,06/02/2017,Standard Class,Atlanta
4366,4367,CA-2017-112578,29/12/2017,02/01/2018,Standard Class,Sacramento
4367,4368,CA-2016-107083,21/11/2016,27/11/2016,Standard Class,Fort Worth
4368,4369,CA-2016-151722,05/10/2016,09/10/2016,Standard Class,Columbus
4369,4370,CA-2017-151148,12/09/2017,13/09/2017,Same Day,Louisville
4370,4371,CA-2018-115882,14/09/2018,17/09/2018,First Class,Raleigh
4371,4372,CA-2016-132276,23/02/2016,28/02/2016,Standard Class,New York City
4372,4373,CA-2017-163636,05/12/2017,09/12/2017,Second Class,Chicago
4373,4374,CA-2017-102813,02/07/2017,03/07/2017,First Class,Huntsville
4374,4375,CA-2018-135377,13/12/2018,18/12/2018,Standard Class,New York City
4375,4376,CA-2016-165813,20/03/2016,22/03/2016,Second Class,Salem
4376,4377,CA-2016-133585,01/03/2016,04/03/2016,First Class,Houston
4377,4378,CA-2017-116911,15/09/2017,20/09/2017,Standard Class,Twin Falls
4378,4379,US-2018-129224,17/03/2018,23/03/2018,Standard Class,Knoxville
4379,4380,CA-2018-145765,28/05/2018,02/06/2018,Standard Class,Phoenix
4380,4381,CA-2018-126914,15/06/2018,19/06/2018,Standard Class,Monroe
4381,4382,CA-2016-169572,06/09/2016,12/09/2016,Standard Class,Richmond
4382,4383,CA-2018-162075,18/03/2018,24/03/2018,Standard Class,Houston
4383,4384,CA-2015-162992,19/12/2015,21/12/2015,First Class,Los Angeles
4384,4385,CA-2017-106397,07/07/2017,13/07/2017,Standard Class,Orem
4385,4386,US-2017-150140,06/04/2017,10/04/2017,Standard Class,Burlington
4386,4387,CA-2015-116666,08/05/2015,10/05/2015,First Class,Philadelphia
4387,4388,CA-2018-148992,23/11/2018,27/11/2018,Standard Class,Chicago
4388,4389,CA-2017-140935,10/11/2017,12/11/2017,First Class,Oklahoma City
4389,4390,CA-2015-157644,31/12/2015,01/01/2016,First Class,New York City
4390,4391,US-2018-100398,19/08/2018,23/08/2018,Standard Class,Salt Lake City
4391,4392,CA-2017-113082,12/09/2017,16/09/2017,Standard Class,Utica
4392,4393,US-2018-110646,26/10/2018,31/10/2018,Standard Class,Philadelphia
4393,4394,CA-2018-120614,30/05/2018,04/06/2018,Standard Class,Los Angeles
4394,4395,US-2017-140172,08/03/2017,13/03/2017,Standard Class,Jackson
4395,4396,CA-2016-127754,26/07/2016,31/07/2016,Standard Class,Glendale
4396,4397,CA-2016-144274,23/11/2016,25/11/2016,Second Class,Wilmington
4397,4398,CA-2016-142930,28/11/2016,02/12/2016,Standard Class,Austin
4398,4399,CA-2018-100622,03/11/2018,07/11/2018,Standard Class,Orlando
4399,4400,CA-2018-117156,21/03/2018,23/03/2018,Second Class,Reading
4400,4401,CA-2016-115399,19/12/2016,22/12/2016,First Class,Philadelphia
4401,4402,US-2015-157847,02/04/2015,06/04/2015,Second Class,Houston
4402,4403,CA-2016-115168,05/06/2016,09/06/2016,Standard Class,Saint Charles
4403,4404,CA-2015-109680,06/10/2015,09/10/2015,First Class,Indianapolis
4404,4405,CA-2017-167983,21/08/2017,24/08/2017,Second Class,Seattle
4405,4406,CA-2016-145324,15/11/2016,19/11/2016,Standard Class,Harrisonburg
4406,4407,CA-2016-153423,22/06/2016,27/06/2016,Standard Class,Rochester
4407,4408,US-2018-132675,24/09/2018,28/09/2018,Standard Class,Sandy Springs
4408,4409,CA-2015-153808,06/04/2015,10/04/2015,Second Class,Los Angeles
4409,4410,US-2017-112396,09/02/2017,13/02/2017,Standard Class,San Francisco
4410,4411,CA-2015-141173,18/11/2015,20/11/2015,Second Class,Minneapolis
4411,4412,CA-2018-156664,18/12/2018,23/12/2018,Standard Class,Columbus
4412,4413,CA-2016-140718,02/07/2016,04/07/2016,First Class,Raleigh
4413,4414,CA-2015-119977,08/10/2015,13/10/2015,Second Class,New York City
4414,4415,US-2016-115343,22/09/2016,25/09/2016,First Class,Philadelphia
4415,4416,CA-2018-163671,24/12/2018,30/12/2018,Standard Class,Meridian
4416,4417,CA-2018-135909,13/10/2018,20/10/2018,Standard Class,Sacramento
4417,4418,US-2018-114356,20/08/2018,26/08/2018,Standard Class,Charlotte
4418,4419,CA-2016-125934,11/09/2016,18/09/2016,Standard Class,Paterson
4419,4420,CA-2016-158148,20/12/2016,26/12/2016,Standard Class,Arlington
4420,4421,CA-2015-120411,20/09/2015,23/09/2015,First Class,Chicago
4421,4422,CA-2017-158260,04/11/2017,08/11/2017,Standard Class,San Diego
4422,4423,CA-2018-101805,01/12/2018,06/12/2018,Standard Class,Seattle
4423,4424,US-2015-105137,10/10/2015,10/10/2015,Same Day,Columbus
4424,4425,CA-2018-142489,14/11/2018,16/11/2018,Second Class,Houston
4425,4426,US-2017-141264,13/08/2017,19/08/2017,Standard Class,Irving
4426,4427,CA-2018-126928,17/09/2018,23/09/2018,Standard Class,Morristown
4427,4428,US-2016-107944,23/03/2016,25/03/2016,First Class,Los Angeles
4428,4429,CA-2017-135594,30/06/2017,03/07/2017,Second Class,Aurora
4429,4430,US-2018-115252,20/10/2018,25/10/2018,Standard Class,Durham
4430,4431,CA-2015-107398,25/08/2015,30/08/2015,Standard Class,Columbus
4431,4432,CA-2015-169642,27/07/2015,30/07/2015,Second Class,Los Angeles
4432,4433,CA-2018-103968,01/12/2018,07/12/2018,Standard Class,Stockton
4433,4434,CA-2017-147256,17/10/2017,21/10/2017,Second Class,Columbia
4434,4435,CA-2017-162159,16/09/2017,18/09/2017,First Class,Columbus
4435,4436,CA-2016-111038,01/12/2016,06/12/2016,Standard Class,San Diego
4436,4437,CA-2015-124723,05/08/2015,12/08/2015,Standard Class,Texas City
4437,4438,CA-2017-167241,15/08/2017,22/08/2017,Standard Class,Los Angeles
4438,4439,CA-2016-163237,07/08/2016,09/08/2016,Second Class,Springfield
4439,4440,CA-2017-150483,31/05/2017,04/06/2017,Standard Class,Decatur
4440,4441,US-2017-126431,01/07/2017,01/07/2017,Same Day,New York City
4441,4442,CA-2017-139934,18/12/2017,20/12/2017,First Class,San Francisco
4442,4443,CA-2016-109603,26/01/2016,01/02/2016,Standard Class,Moreno Valley
4443,4444,CA-2018-160661,28/10/2018,01/11/2018,Standard Class,Everett
4444,4445,CA-2018-102610,04/11/2018,08/11/2018,Standard Class,Chattanooga
4445,4446,US-2017-144057,09/05/2017,13/05/2017,Standard Class,Austin
4446,4447,CA-2015-160276,02/04/2015,08/04/2015,Standard Class,Virginia Beach
4447,4448,CA-2015-132983,28/04/2015,03/05/2015,Standard Class,Jamestown
4448,4449,CA-2017-145709,04/10/2017,08/10/2017,Standard Class,Coral Gables
4449,4450,CA-2018-133928,11/06/2018,17/06/2018,Standard Class,Hickory
4450,4451,CA-2017-168032,30/01/2017,03/02/2017,Standard Class,Rockford
4451,4452,CA-2016-143616,27/09/2016,29/09/2016,Second Class,Seattle
4452,4453,US-2016-168704,13/04/2016,17/04/2016,Standard Class,Huntsville
4453,4454,CA-2018-143252,18/12/2018,24/12/2018,Standard Class,Milwaukee
4454,4455,CA-2017-102134,14/03/2017,19/03/2017,Standard Class,Green Bay
4455,4456,CA-2018-130036,27/08/2018,27/08/2018,Same Day,Philadelphia
4456,4457,CA-2016-134117,17/12/2016,19/12/2016,Second Class,Los Angeles
4457,4458,CA-2015-130918,22/08/2015,24/08/2015,Second Class,North Miami
4458,4459,CA-2017-159023,03/11/2017,05/11/2017,First Class,Portland
4459,4460,CA-2018-111717,10/10/2018,16/10/2018,Standard Class,Aurora
4460,4461,CA-2015-154592,07/12/2015,08/12/2015,First Class,San Francisco
4461,4462,CA-2015-128622,15/11/2015,17/11/2015,Second Class,San Francisco
4462,4463,CA-2018-148355,24/12/2018,28/12/2018,Standard Class,New Bedford
4463,4464,CA-2015-132913,24/12/2015,26/12/2015,First Class,San Diego
4464,4465,CA-2018-150910,22/12/2018,28/12/2018,Standard Class,Jackson
4465,4466,CA-2015-156790,08/08/2015,10/08/2015,Second Class,Jacksonville
4466,4467,CA-2015-126480,20/09/2015,24/09/2015,Standard Class,San Diego
4467,4468,CA-2018-105620,25/12/2018,28/12/2018,First Class,Hialeah
4468,4469,CA-2018-150266,25/11/2018,30/11/2018,Standard Class,Houston
4469,4470,CA-2017-157280,05/11/2017,07/11/2017,First Class,Virginia Beach
4470,4471,CA-2018-106691,06/11/2018,12/11/2018,Standard Class,Houston
4471,4472,CA-2017-134180,03/11/2017,07/11/2017,Standard Class,Philadelphia
4472,4473,CA-2015-166730,30/12/2015,01/01/2016,First Class,Memphis
4473,4474,CA-2018-157469,02/12/2018,07/12/2018,Standard Class,Lakewood
4474,4475,CA-2018-122308,24/03/2018,28/03/2018,Standard Class,New York City
4475,4476,US-2015-149034,19/11/2015,21/11/2015,First Class,Philadelphia
4476,4477,CA-2018-159226,25/04/2018,27/04/2018,Second Class,Los Angeles
4477,4478,CA-2018-156622,23/11/2018,26/11/2018,First Class,Dallas
4478,4479,CA-2015-119529,03/11/2015,05/11/2015,Second Class,Orange
4479,4480,CA-2016-150413,19/10/2016,24/10/2016,Second Class,Dallas
4480,4481,CA-2015-108182,06/02/2015,10/02/2015,Second Class,Romeoville
4481,4482,CA-2017-110898,06/03/2017,12/03/2017,Standard Class,Chicago
4482,4483,CA-2016-123092,03/12/2016,07/12/2016,Standard Class,Jacksonville
4483,4484,US-2016-128587,24/12/2016,30/12/2016,Standard Class,Springfield
4484,4485,US-2018-139577,01/10/2018,06/10/2018,Standard Class,San Francisco
4485,4486,CA-2018-159100,16/10/2018,21/10/2018,Standard Class,Columbia
4486,4487,CA-2015-109043,15/08/2015,17/08/2015,First Class,Hollywood
4487,4488,US-2018-116491,11/11/2018,13/11/2018,First Class,Dallas
4488,4489,CA-2018-122763,20/03/2018,20/03/2018,Same Day,Houston
4489,4490,CA-2018-137785,13/05/2018,17/05/2018,Standard Class,Philadelphia
4490,4491,CA-2015-133389,22/06/2015,22/06/2015,Same Day,Phoenix
4491,4492,CA-2015-103807,02/12/2015,09/12/2015,Standard Class,Sandy Springs
4492,4493,CA-2016-102855,05/04/2016,06/04/2016,Same Day,Spokane
4493,4494,CA-2018-107825,18/11/2018,18/11/2018,Same Day,Milwaukee
4494,4495,CA-2018-106047,12/07/2018,18/07/2018,Standard Class,Fairfield
4495,4496,CA-2018-127803,19/05/2018,23/05/2018,Standard Class,Huntsville
4496,4497,CA-2016-137071,20/12/2016,21/12/2016,First Class,Houston
4497,4498,CA-2017-121447,21/02/2017,22/02/2017,First Class,New York City
4498,4499,CA-2018-143084,18/03/2018,22/03/2018,Standard Class,Los Angeles
4499,4500,CA-2017-131639,17/12/2017,23/12/2017,Standard Class,Carlsbad
4500,4501,CA-2017-161361,26/03/2017,28/03/2017,Second Class,Pocatello
4501,4502,CA-2015-100706,16/12/2015,18/12/2015,Second Class,Springfield
4502,4503,CA-2016-129525,15/11/2016,20/11/2016,Standard Class,Toledo
4503,4504,US-2017-141880,22/08/2017,23/08/2017,First Class,Fort Collins
4504,4505,CA-2016-165799,29/06/2016,02/07/2016,First Class,New York City
4505,4506,CA-2017-102127,26/06/2017,02/07/2017,Standard Class,New York City
4506,4507,US-2017-152415,17/09/2017,22/09/2017,Standard Class,Marlborough
4507,4508,CA-2015-138198,18/07/2015,23/07/2015,Standard Class,New Rochelle
4508,4509,CA-2018-128041,01/09/2018,01/09/2018,Same Day,Seattle
4509,4510,CA-2018-105823,22/06/2018,26/06/2018,Standard Class,Detroit
4510,4511,CA-2015-152268,02/09/2015,07/09/2015,Standard Class,Fayetteville
4511,4512,CA-2016-148873,01/10/2016,05/10/2016,Standard Class,Quincy
4512,4513,CA-2016-166492,07/04/2016,10/04/2016,First Class,New York City
4513,4514,CA-2018-157420,21/11/2018,21/11/2018,Same Day,Houston
4514,4515,CA-2017-117121,17/12/2017,21/12/2017,Standard Class,Detroit
4515,4516,CA-2015-138177,19/09/2015,24/09/2015,Standard Class,Chandler
4516,4517,CA-2015-114335,28/09/2015,03/10/2015,Standard Class,Hollywood
4517,4518,CA-2016-168760,22/09/2016,26/09/2016,Second Class,Los Angeles
4518,4519,CA-2017-168830,07/11/2017,13/11/2017,Standard Class,San Francisco
4519,4520,CA-2018-137463,16/12/2018,20/12/2018,Second Class,Sunnyvale
4520,4521,CA-2015-124513,21/09/2015,25/09/2015,Standard Class,New York City
4521,4522,CA-2016-165554,18/05/2016,22/05/2016,Standard Class,Los Angeles
4522,4523,CA-2015-141838,26/03/2015,31/03/2015,Second Class,San Francisco
4523,4524,CA-2018-117009,22/09/2018,28/09/2018,Standard Class,Santa Ana
4524,4525,CA-2016-128993,12/09/2016,17/09/2016,Second Class,Seattle
4525,4526,CA-2016-160227,02/11/2016,04/11/2016,First Class,New York City
4526,4527,CA-2016-149097,20/10/2016,24/10/2016,Standard Class,Los Angeles
4527,4528,CA-2017-132304,14/06/2017,18/06/2017,Standard Class,Seattle
4528,4529,CA-2016-136420,20/11/2016,21/11/2016,First Class,San Diego
4529,4530,CA-2017-101623,28/02/2017,06/03/2017,Standard Class,New York City
4530,4531,US-2015-151015,14/10/2015,20/10/2015,Standard Class,Chicago
4531,4532,CA-2018-152968,26/05/2018,30/05/2018,Standard Class,Harrisonburg
4532,4533,CA-2017-150077,04/02/2017,10/02/2017,Standard Class,Rockville
4533,4534,CA-2017-106278,02/09/2017,05/09/2017,Second Class,Des Moines
4534,4535,CA-2018-147550,04/12/2018,05/12/2018,First Class,Philadelphia
4535,4536,CA-2016-136105,12/06/2016,16/06/2016,Standard Class,Columbus
4536,4537,CA-2017-142524,04/09/2017,08/09/2017,Standard Class,Springfield
4537,4538,CA-2015-136336,21/04/2015,26/04/2015,Standard Class,Henderson
4538,4539,US-2016-136259,05/11/2016,08/11/2016,First Class,Lakewood
4539,4540,US-2015-124625,03/11/2015,07/11/2015,Standard Class,Omaha
4540,4541,CA-2017-108105,16/02/2017,23/02/2017,Standard Class,Henderson
4541,4542,CA-2018-166898,11/09/2018,13/09/2018,Second Class,Santa Ana
4542,4543,CA-2018-169005,02/11/2018,06/11/2018,Standard Class,Springfield
4543,4544,CA-2016-104038,06/02/2016,08/02/2016,First Class,Suffolk
4544,4545,CA-2017-126102,10/09/2017,12/09/2017,Second Class,Los Angeles
4545,4546,CA-2017-143406,26/09/2017,30/09/2017,Standard Class,Houston
4546,4547,CA-2016-150308,15/12/2016,20/12/2016,Standard Class,Cary
4547,4548,CA-2017-131093,17/09/2017,20/09/2017,Second Class,Springfield
4548,4549,US-2018-148831,13/10/2018,15/10/2018,First Class,Louisville
4549,4550,CA-2016-162950,28/06/2016,03/07/2016,Second Class,Troy
4550,4551,US-2016-132836,01/06/2016,05/06/2016,Standard Class,Detroit
4551,4552,US-2015-158365,12/04/2015,17/04/2015,Standard Class,Bloomington
4552,4553,CA-2018-152933,12/10/2018,16/10/2018,Standard Class,Dallas
4553,4554,CA-2016-163181,07/11/2016,12/11/2016,Standard Class,Houston
4554,4555,CA-2016-132941,25/05/2016,28/05/2016,First Class,Haltom City
4555,4556,CA-2015-132010,13/10/2015,15/10/2015,First Class,Richmond
4556,4557,CA-2017-135461,07/02/2017,10/02/2017,Second Class,Los Angeles
4557,4558,CA-2018-153045,19/01/2018,24/01/2018,Second Class,Philadelphia
4558,4559,US-2017-155971,06/06/2017,12/06/2017,Standard Class,Los Angeles
4559,4560,CA-2018-122007,18/03/2018,20/03/2018,Second Class,Los Angeles
4560,4561,CA-2018-162250,24/11/2018,24/11/2018,Same Day,San Francisco
4561,4562,US-2017-158288,26/11/2017,28/11/2017,Second Class,Philadelphia
4562,4563,CA-2017-128916,18/08/2017,20/08/2017,Second Class,Houston
4563,4564,CA-2016-157028,28/11/2016,03/12/2016,Standard Class,Las Cruces
4564,4565,CA-2018-112473,25/05/2018,01/06/2018,Standard Class,Houston
4565,4566,US-2018-147655,04/09/2018,05/09/2018,First Class,Redmond
4566,4567,CA-2017-130911,24/03/2017,26/03/2017,Second Class,Cleveland
4567,4568,CA-2018-100055,28/05/2018,01/06/2018,Standard Class,Laurel
4568,4569,CA-2016-157805,31/08/2016,04/09/2016,Standard Class,San Diego
4569,4570,CA-2017-124254,12/04/2017,17/04/2017,Standard Class,Wilson
4570,4571,CA-2015-123400,02/02/2015,09/02/2015,Standard Class,Saint Petersburg
4571,4572,CA-2015-106971,02/09/2015,08/09/2015,Standard Class,Buffalo Grove
4572,4573,CA-2018-123029,30/09/2018,02/10/2018,Second Class,Los Angeles
4573,4574,CA-2017-139409,05/09/2017,07/09/2017,First Class,New York City
4574,4575,US-2018-166688,20/05/2018,26/05/2018,Standard Class,Las Vegas
4575,4576,CA-2016-126970,20/09/2016,24/09/2016,Standard Class,Naperville
4576,4577,US-2017-165505,23/01/2017,27/01/2017,Standard Class,Burlington
4577,4578,US-2015-157070,01/06/2015,06/06/2015,Standard Class,Detroit
4578,4579,US-2016-106873,24/09/2016,29/09/2016,Second Class,Avondale
4579,4580,CA-2017-132990,01/08/2017,03/08/2017,Second Class,Philadelphia
4580,4581,CA-2015-102645,23/01/2015,28/01/2015,Standard Class,Las Vegas
4581,4582,CA-2015-134215,04/08/2015,08/08/2015,Standard Class,Bangor
4582,4583,CA-2017-118934,09/08/2017,14/08/2017,Standard Class,Hendersonville
4583,4584,CA-2017-160108,08/12/2017,12/12/2017,Standard Class,Eau Claire
4584,4585,CA-2016-164007,08/06/2016,12/06/2016,Standard Class,Chicago
4585,4586,CA-2017-100300,24/06/2017,26/06/2017,Second Class,San Diego
4586,4587,CA-2017-140571,15/03/2017,19/03/2017,Standard Class,Jackson
4587,4588,US-2017-155768,01/12/2017,01/12/2017,Same Day,Oxnard
4588,4589,CA-2018-119424,12/06/2018,14/06/2018,Second Class,Kent
4589,4590,CA-2017-118178,19/03/2017,24/03/2017,Standard Class,Nashville
4590,4591,CA-2017-166618,14/11/2017,18/11/2017,Standard Class,New York City
4591,4592,CA-2018-156776,07/08/2018,11/08/2018,Standard Class,Westminster
4592,4593,US-2016-130512,21/08/2016,25/08/2016,Standard Class,Allentown
4593,4594,CA-2016-141810,02/11/2016,07/11/2016,Standard Class,San Antonio
4594,4595,CA-2015-146843,30/11/2015,06/12/2015,Standard Class,Avondale
4595,4596,CA-2015-103310,10/05/2015,15/05/2015,Standard Class,San Jose
4596,4597,CA-2017-152688,17/10/2017,20/10/2017,First Class,Perth Amboy
4597,4598,CA-2017-153836,30/10/2017,03/11/2017,Standard Class,New York City
4598,4599,CA-2017-104689,01/12/2017,05/12/2017,Standard Class,Los Angeles
4599,4600,CA-2017-146423,21/04/2017,21/04/2017,Same Day,Milford
4600,4601,CA-2018-140781,03/08/2018,07/08/2018,Standard Class,Bloomington
4601,4602,CA-2018-141747,03/08/2018,08/08/2018,Second Class,Seattle
4602,4603,CA-2018-142776,11/12/2018,14/12/2018,Second Class,Burlington
4603,4604,CA-2016-167479,14/03/2016,19/03/2016,Standard Class,Roseville
4604,4605,CA-2015-144071,08/12/2015,15/12/2015,Standard Class,San Francisco
4605,4606,US-2018-120908,30/09/2018,02/10/2018,First Class,Philadelphia
4606,4607,CA-2017-152646,21/11/2017,26/11/2017,Standard Class,Los Angeles
4607,4608,CA-2018-103765,24/11/2018,30/11/2018,Standard Class,Odessa
4608,4609,US-2018-118157,14/11/2018,17/11/2018,First Class,Minneapolis
4609,4610,US-2016-164238,16/08/2016,20/08/2016,Standard Class,Philadelphia
4610,4611,CA-2018-103212,13/10/2018,14/10/2018,First Class,Lafayette
4611,4612,CA-2018-121160,04/11/2018,04/11/2018,Same Day,Bryan
4612,4613,CA-2018-140515,19/03/2018,24/03/2018,Standard Class,Los Angeles
4613,4614,CA-2015-153619,03/11/2015,03/11/2015,Same Day,Los Angeles
4614,4615,CA-2018-133718,23/07/2018,26/07/2018,First Class,Los Angeles
4615,4616,CA-2015-148383,27/12/2015,31/12/2015,Standard Class,Phoenix
4616,4617,CA-2017-126732,02/09/2017,06/09/2017,Standard Class,Los Angeles
4617,4618,CA-2018-138156,11/02/2018,14/02/2018,First Class,Columbus
4618,4619,CA-2018-110310,27/10/2018,02/11/2018,Standard Class,Tallahassee
4619,4620,CA-2015-113271,09/07/2015,14/07/2015,Standard Class,San Francisco
4620,4621,CA-2018-130106,22/05/2018,26/05/2018,Standard Class,San Francisco
4621,4622,CA-2017-127761,10/11/2017,14/11/2017,Standard Class,New York City
4622,4623,CA-2017-105354,02/12/2017,06/12/2017,Standard Class,Marion
4623,4624,CA-2018-155712,02/03/2018,08/03/2018,Standard Class,Los Angeles
4624,4625,CA-2018-102309,23/09/2018,25/09/2018,Second Class,Pine Bluff
4625,4626,CA-2015-168368,11/02/2015,15/02/2015,Second Class,Columbia
4626,4627,CA-2018-167976,11/11/2018,14/11/2018,Second Class,Aberdeen
4627,4628,CA-2018-111388,02/09/2018,02/09/2018,Same Day,Seattle
4628,4629,CA-2016-124499,09/10/2016,13/10/2016,Standard Class,Detroit
4629,4630,US-2018-128118,24/11/2018,01/12/2018,Standard Class,Memphis
4630,4631,CA-2015-125759,08/02/2015,09/02/2015,First Class,North Las Vegas
4631,4632,CA-2016-151869,25/09/2016,25/09/2016,Same Day,Freeport
4632,4633,US-2018-102183,21/08/2018,28/08/2018,Standard Class,New York City
4633,4634,CA-2017-100510,12/05/2017,17/05/2017,Standard Class,New York City
